text,category
"What is the maintenance schedule for a hydrant monitor installed in a saline environment?",general_enquiry
"The 4-way inlet casting has 'Made in China' marked on it, but we were promised 'Make in India' certified products. This is a misrepresentation of origin.",complaint
"Following up on the complaint about the short length of the white hose pipes. What action is being taken to resolve this?",follow_up
"Please provide your offer for 10 units of oscillating hydrant monitors for our stockyard protection.",quotation_request
"What is the difference in application between a medium velocity and a high velocity water spray system?",general_enquiry
"The open spray nozzles are creating a jet instead of a spray pattern, which is incorrect for their intended application. The wrong model may have been supplied.",complaint
"Please confirm dispatch schedule for the glass bulb sprinklers against our PO#81234. Our project deadline is approaching.",follow_up
"We are looking for a complete fire hydrant system for a new warehouse, including pumps, pipes, 20 hydrant valves, and 4 hydrant monitors. Please provide a budgetary quote.",quotation_request
"What is the warranty period for your entire range of hydrant system valves and accessories?",general_enquiry
"We ordered SS316 hydrant valves but the material test certificate provided shows SS304. This is a breach of the PO terms.",complaint
"Gentle reminder that our AMC for the fire hydrant system is due for renewal. Please send your quotation for the upcoming year.",follow_up
"Please quote for a replacement diesel engine for our HYD-PUMP-FIRE_HYDRANT. The existing engine model is Kirloskar 4R1040.",quotation_request
"Do you offer on-site supervision services for the installation and commissioning of a complete hydrant system?",general_enquiry
"The pressure switch on the wet alarm valve is malfunctioning and not sending a signal to the fire alarm panel.",complaint
"Following up on our enquiry for a hydrant system layout. We need your technical team to visit our site for a survey.",follow_up
"Request for quotation: 50 nos. of 63mm Fire Hose Couplings (Male & Female), Gunmetal construction, as per IS:903.",quotation_request
"What is the typical lead time for a complete skid-mounted fire hydrant pump set, from order to delivery?",general_enquiry
"The hydrant pump supplied is unable to achieve the rated pressure of 7 bar at the specified flow. It only reaches 5.5 bar.",complaint
"This is a follow-up on our payment for PO#88210. We have processed the advance. Kindly confirm receipt and begin manufacturing of the hydrant pump set.",follow_up
"We require a price for a complete SYS-SPRINKLER_SYSTEM for our 10,000 sq ft office space. Please include design, supply, and installation.",quotation_request
"Can your Firefite FDSS be integrated with a building management system (BMS) using Modbus protocol?",general_enquiry
"The Firefite FDSS system installed on our bus had an accidental discharge of agent without any fire. This has caused significant downtime and cost.",complaint
"Reminder: We need the wiring diagram for the SYS-AUTO-FIRE_DETECTION_ALARM panel to integrate it with our existing infrastructure.",follow_up
"Please provide a budgetary offer for a SYS-HYDRANT_SYSTEM for a 5-acre industrial plot. Include ring main, 15 hydrant points, and pump house.",quotation_request
"What is the difference between your Firefite FAPS and Firefite FDSS systems? The naming is confusing.",general_enquiry
"The FAPS system installed in our machinery is giving a constant 'Sensor Fault' alarm for no apparent reason.",complaint
"Following up on the service request for our faulty FDSS system (Ticket #S-451). It has been 3 days with no technician assigned.",follow_up
"This message was sent from a notification-only address that cannot accept incoming email. Please do not reply to this message.",other
"Security breach detected on your account. Immediate action is required to prevent unauthorized access. Please reset your password.",other
"Action Required: We have detected a problem with your payment method. Please update your billing information to avoid account suspension.",other
"Login Failure Notification: There have been multiple failed login attempts on your account. If this was not you, please secure your account.",other
"Warning: Your mailbox is almost full. To continue receiving emails, please free up space or upgrade your storage plan.",other
"Your subscription renewal has failed. We were unable to charge your card. Please update your payment details.",other
"This is a critical security update for your software. Failure to install this patch could expose you to vulnerabilities.",other
"Your account has been temporarily locked due to suspicious activity. To unlock it, you must verify your identity.",other
"Final reminder: Your invoice is severely overdue. Failure to pay will result in account termination and collections.",other
"There was a problem processing your recent request. Error code: 502. Please try again later or contact support.",other
"Automated Bounce Notification: Your message to 'nonexistent@example.com' could not be delivered because the user does not exist.",other
